N1108,DE,ALTERADO,PON,obs,PORTAS OCUPADAS,PORTAS TOTAL,ESTADO,MUNICIPIO,LOCALIDADE,TIPOLOCAL,LONGITUDE,LATITUDE,NOMECOMPLETO,STATUS,SISTEMADELOCAIS,DATADECRIACAO,DATADEATIVACAO,DATAPRIMEIROCLIENTE,DATASUBSTITUICAO,FINALIDADE,PROPRIEDADE,NUMEROLOTE,LOCALREFERENCIA,LOGRADOUROCCE,IDLOGRADOUROCCE,BAIRROCCE,IDBAIRROCCE,LOCALIDADECCE,MUNICIPIOCCE,ESTADOCCE,CEPCCE,CODLOGRADOUROGIS,LOGRADOUROGIS,FIDGTECH,NOMEGTECH,DESIGNACAODOFORNECEDOR,COMPRIMENTOMAXDROP,LOCALIDADECTO,STATUSCERTIFICACAO,PATRIMONIO,LOCALDEINSTALACAO
D4331,CTO-CMP-00629,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,199318","-22,632323",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00629,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,391,,RUA PRIMO OLIVIO DE FAVERI,396412,JARDIM LOURDES,12699,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4337,CTO-CMP-00630,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,200693","-22,630731",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00630,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,978,,RUA EGIDIO FURLANETO,395096,PARQUE INDEPENDENCIA,12714,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D2890 ,CTO-CMP-00631,D4342,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,168928","-22,634563",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00631,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,87,,RUA EMILIO EPPRECHT,395101,PARQUE DAS LARANJEIRAS II,12710,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4345,CTO-CMP-00632,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,16866","-22,635047",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00632,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,39,,RUA BENEDITO ANTONIO LIMA DE JESUS,394825,JARDIM BETO SPANA,12690,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4348,CTO-CMP-00633,,,Trocar Portas 1x16,2,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,199521","-22,631185",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00633,EXISTENTE,Algar Telecom,"44699,63058",,44972,,,FRANQUEADO,521,,RUA JOAO DIAS DE ARRUDA NETO,395624,JARDIM LOURDES,12699,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4350,CTO-CMP-00634,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,199127","-22,631625",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00634,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,451,,RUA JOAO DIAS DE ARRUDA NETO,395624,JARDIM LOURDES,12699,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4354,CTO-CMP-00635,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,198346","-22,632506",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00635,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,323,,RUA JOAO DIAS DE ARRUDA NETO,395624,JARDIM LOURDES,12699,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4356,CTO-CMP-00636,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,197998","-22,632892",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00636,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,288,,RUA JOAO DIAS DE ARRUDA NETO,395624,JARDIM LOURDES,12699,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D2970 ,CTO-CMP-00637,D4372,,ok,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,168446","-22,632015",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00637,EXISTENTE,Algar Telecom,"44699,63058",,44966,,,FRANQUEADO,150,,RUA ARGEMIRO AVANCINI,394578,PARQUE DAS LARANJEIRAS II,12710,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4384,CTO-CMP-00638,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,170027","-22,631445",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00638,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1,,RUA GEORG PAUL EMIL MAHLING,395359,PARQUE DAS LARANJEIRAS,12709,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4386,CTO-CMP-00639,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,170036","-22,630154",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00639,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,61,,RUA ENILSON AUGUSTO TOSELLI,395103,PARQUE DAS LARANJEIRAS II,12710,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4392,CTO-CMP-00640,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,170723","-22,630878",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00640,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,70,,RUA GUSTAVO BENTLIN,395375,PARQUE DAS LARANJEIRAS,12709,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4393,CTO-CMP-00641,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,197891","-22,630659",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00641,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,165,,RUA JOSE TOLEDO SILVA,395888,PARQUE SAO PEDRO,12723,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4395,CTO-CMP-00642,,,Trocar Portas 1x16,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,197295","-22,63034",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00642,EXISTENTE,Algar Telecom,"44699,63058",,44959,,,FRANQUEADO,177,,RUA JOSE TOLEDO SILVA,395888,PARQUE SAO PEDRO,12723,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D2951 ,CTO-CMP-00643,D4397,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,171354","-22,631262",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00643,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,50,,RUA AURELIO RUBIO SPINOS,394815,JARDIM BETO SPANA,12690,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4400,CTO-CMP-00644,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,171378","-22,631471",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00644,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,86,,RUA PAULO ELEUTERIO DE QUEIROZ,396394,JARDIM BETO SPANA,12690,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4402,CTO-CMP-00645,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,196925","-22,630834",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00645,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,162,,RUA ARTUR SCURSONI,394809,PARQUE SAO PEDRO,12723,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4404,CTO-CMP-00646,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,197467","-22,631104",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00646,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,155,,RUA ARTUR SCURSONI,394809,PARQUE SAO PEDRO,12723,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4405,CTO-CMP-00647,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,170643","-22,632049",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00647,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,192,,RUA PAULO ELEUTERIO DE QUEIROZ,396394,JARDIM BETO SPANA,12690,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4415,CTO-CMP-00648,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,197108","-22,631567",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00648,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,171,,RUA ARNO BLECHA,394544,JARDIM LOURDES,12699,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4416,CTO-CMP-00649,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,196704","-22,631372",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00649,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,150,,RUA ARNO BLECHA,394544,JARDIM LOURDES,12699,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4423,CTO-CMP-00650,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,196319","-22,631825",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00650,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,89,,RUA JOSE LUIZ BERNARDO DA SILVA,395879,PARQUE SAO PEDRO,12723,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4424,CTO-CMP-00651,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,196607","-22,632069",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00651,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,153,,RUA JOSE LUIZ BERNARDO DA SILVA,395879,PARQUE SAO PEDRO,12723,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4430,CTO-CMP-00652,,,Trocar Portas 1x16,2,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,197362","-22,63324",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00652,EXISTENTE,Algar Telecom,"44699,63058",,44963,,,FRANQUEADO,35,,RUA PAULO ROBERTO BORELLI,396397,PARQUE SAO PEDRO,12723,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4451,CTO-CMP-00653,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D4461,CTO-CMP-00654,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,198277","-22,63681",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00654,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,445,,RUA LUIZ STRAZZACAPPA,395911,PARQUE RESIDENCIAL DAS ANDORINHAS,12716,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4463,CTO-CMP-00655,,,ok,1,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,198549","-22,637251",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00655,EXISTENTE,Algar Telecom,"44699,63058",,44963,,,FRANQUEADO,418,,RUA LUIZ STRAZZACAPPA,395911,PARQUE RESIDENCIAL DAS ANDORINHAS,12716,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4466,CTO-CMP-00656,,,Trocar Portas 1x16,2,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,199067","-22,638058",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00656,EXISTENTE,Algar Telecom,"44699,63058",,1/23/2023,,,FRANQUEADO,305,,RUA LUIZ STRAZZACAPPA,395911,PARQUE RESIDENCIAL DAS ANDORINHAS,12716,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4555,CTO-CMP-00657,,,Trocar Portas 1x16,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,198128","-22,637185",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00657,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,30,,RUA BATISTA SPERINDIONI MARSOLI,394820,PARQUE RESIDENCIAL DAS ANDORINHAS,12716,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4558,CTO-CMP-00658,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,193454","-22,635656",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00658,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,973,,AVENIDA MARGINAL,396136,VILA GUILHERMINA,12740,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4590,CTO-CMP-00659,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,193358","-22,635334",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00659,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1065,,AVENIDA MARGINAL,396136,VILA GUILHERMINA,12740,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4595,CTO-CMP-00660,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,192977","-22,634227",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00660,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1182,,AVENIDA MARGINAL,396136,VILA GUILHERMINA,12740,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4597,CTO-CMP-00661,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,192797","-22,633134",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00661,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1283,,AVENIDA MARGINAL,396136,VILA GUILHERMINA,12740,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4662,CTO-CMP-00662,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,174148","-22,629428",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00662,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,20,,RUA CELSO OTTONI LUGLI,395074,PARQUE DOS TRABALHADORES,12713,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D2413 ,CTO-CMP-00663,D2410,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,174176","-22,631317",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00663,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,35,,RUA CABO CRUZ,395081,RECANTO DOS COLIBRIS,12727,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D2410,CTO-CMP-00664,D4687,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,173469","-22,631146",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00664,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,389,,RUA JOSE MARIA MATHENHAUER,395878,RECANTO DOS COLIBRIS,12727,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4764,CTO-CMP-00665,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,202499","-22,639683",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00665,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,235,,RUA SANTA CRUZ,395082,VILA MORRO DO CASTANHO,12742,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4767,CTO-CMP-00666,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,203066","-22,638953",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00666,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,107,,RUA SANTA CRUZ,395082,VILA MORRO DO CASTANHO,12742,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4773,CTO-CMP-00667,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D4849,CTO-CMP-00668,,,ok,2,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,203135","-22,630382",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00668,EXISTENTE,Algar Telecom,"44699,63058",,44975,,,FRANQUEADO,143,,RUA NARCIZO DARIO ANDRETTO,396145,PARQUE RESIDENCIAL DAS ANDORINHAS,12716,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4877,CTO-CMP-00669,R Concordia 196,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,20129","-22,637852",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00669,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,196,,RUA CONCORDIA,395079,CONJUNTO HABITACIONAL 30 DE NOVEMBRO,12682,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4886,CTO-CMP-00670,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,175877","-22,639568",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00670,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,360,,RUA LUIZ MALAGON,395906,JARDIM CHICO MENDES,12692,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4889,CTO-CMP-00671,,,ok,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,175202","-22,638885",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00671,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,80,,RUA BENEDITO BARBOSA,394826,JARDIM CHICO MENDES,12692,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4899,CTO-CMP-00672,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,20311","-22,635186",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00672,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,561,,RUA DO VEREADOR,396661,CONJUNTO HABITACIONAL 30 DE NOVEMBRO,12682,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4901,CTO-CMP-00673,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,203481","-22,634746",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00673,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,627,,RUA DO VEREADOR,396661,CONJUNTO HABITACIONAL 30 DE NOVEMBRO,12682,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
"R. Prof. Joaquim Pedroso, 535",CTO-CMP-00674,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,202671","-22,634812",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00674,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,535,,RUA PROFESSOR JOAQUIM PEDROZO,395633,JARDIM ALVORADA,12686,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1696 ,CTO-CMP-00675,D4927,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,178792","-22,638638",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00675,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,148,,RUA ORLANDO SALMISTRARO,396157,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1693 ,CTO-CMP-00676,D4930,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,179513","-22,639406",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00676,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,40,,RUA ORLANDO SALMISTRARO,396157,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4936,CTO-CMP-00677,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,199092","-22,637911",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00677,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,98,,RUA LUIS VAZ DE CAMOES,395901,PARQUE RESIDENCIAL DAS ANDORINHAS,12716,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1700,CTO-CMP-00678,D4950,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,178128","-22,638818",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00678,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,406,,RUA JOSE RAMPAZZO,395885,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4960,CTO-CMP-00679,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,201968","-22,633419",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00679,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,562,,RUA LAVIERO GIUZIO,395896,PARQUE RESIDENCIAL DAS ANDORINHAS,12716,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4963,CTO-CMP-00680,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,201081","-22,634459",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00680,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,451,,RUA LAVIERO GIUZIO,395896,PARQUE RESIDENCIAL DAS ANDORINHAS,12716,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4971 ,CTO-CMP-00681,CONFIRMAR SE EXISTE,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,199559","-22,636212",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00681,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,184,,RUA LAVIERO GIUZIO,395896,PARQUE RESIDENCIAL DAS ANDORINHAS,12716,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4981 ,CTO-CMP-00682,Benedito de Moraes Machado 178,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,199375","-22,635459",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00682,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,178,,RUA BENEDITO DE MORAES MACHADO,394827,PARQUE RESIDENCIAL DAS ANDORINHAS,12716,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4989,CTO-CMP-00683,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,20095","-22,633638",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00683,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,454,,RUA BENEDITO DE MORAES MACHADO,394827,PARQUE RESIDENCIAL DAS ANDORINHAS,12716,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4996,CTO-CMP-00684,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,202609","-22,631684",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00684,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,746,,RUA BENEDITO DE MORAES MACHADO,394827,PARQUE RESIDENCIAL DAS ANDORINHAS,12716,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20469,CTO-CMP-00685,,,não encontrei no geogrids,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,185401","-22,622201",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00685,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,100,,RUA AZAURY NABAO,394817,CONDOMINIO RESIDENCIAL COSMOPOLIS I,12680,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
